Brand,Name,Price,Year,Car case,Volume,Transmission,Mileage,Gear,Color
Toyota,Camry,11800000,2019,седан,2.5,автомат,81000.0,передний привод,серый металлик
Toyota,RAV 4,11400000,2013,кроссовер,2.0,вариатор,110128.0,полный привод,белый
Toyota,RAV 4,3200000,1995,кроссовер,2.0,автомат,275000.0,полный привод,синий
Mitsubishi,RVR,1000000,1996,минивэн,1.8,автомат,300.0,полный привод,красный
Mitsubishi,L200,5200000,2009,пикап,2.5,механика,133558.6735723293,полный привод,белый
BMW,740,1250000,1993,седан,4.0,механика,133558.6735723293,задний привод,серебристый металлик
Kia,K5,17777777,2021,седан,2.5,автомат,44000.0,передний привод,белый металлик
BAIC,Beijing X7,8200000,2020,кроссовер,1.5,робот,6000.0,передний привод,белый
Lexus,RX 330,7500000,2004,кроссовер,3.3,автомат,133558.6735723293,полный привод,серебристый
ЗАЗ,Chance,1400000,2013,хэтчбек,1.5,механика,270000.0,передний привод,белый металлик
Mitsubishi,Pajero,19900000,2019,внедорожник,3.8,автомат,30.0,полный привод,белый металлик
Lexus,GS 350,16000000,2012,седан,3.5,автомат,90000.0,полный привод,черный
Peugeot,301,4000000,2015,седан,1.6,автомат,65600.0,передний привод,коричневый металлик
Kia,Sorento,12500000,2017,кроссовер,3.3,автомат,165000.0,полный привод,белый
Li,L9,32500000,2023,кроссовер,1.5,автомат,0.0,полный привод,серый металлик
Audi,A8,10000000,2011,седан,3.0,автомат,115000.0,полный привод,черный металлик
Toyota,Land Cruiser Prado,36950000,2021,внедорожник,4.0,автомат,24679.0,полный привод,белый
Mazda,626,2100000,1992,лифтбек,2.0,автомат,133558.6735723293,передний привод,зеленый металлик
Nissan,Almera,6000000,2017,седан,1.6,автомат,88000.0,передний привод,белый
Mercedes-Benz,E 280,3000000,1994,седан,2.8,автомат,133558.6735723293,задний привод,серебристый
Kia,K5,8500000,2016,седан,2.0,автомат,164000.0,передний привод,белый
ВАЗ (Lada),2107,1000000,2004,седан,1.6,механика,10000.0,задний привод,белый
Hyundai,Elantra,6300000,2013,седан,1.6,автомат,195675.0,передний привод,белый
Toyota,Camry,12500000,2017,седан,2.5,автомат,155116.0,передний привод,белый
Audi,100,1800000,1993,седан,2.8,механика,133558.6735723293,передний привод,черный
BMW,520,27000000,2022,седан,2.0,автомат,6000.0,задний привод,белый
Toyota,4Runner,14700000,2006,внедорожник,4.0,автомат,249000.0,полный привод,серый металлик
Porsche,Cayenne,6000000,2004,кроссовер,3.2,автомат,133558.6735723293,полный привод,белый металлик
Toyota,Camry,20000000,2021,седан,2.5,автомат,17800.0,передний привод,черный
Nissan,Qashqai,3900000,2013,кроссовер,1.6,механика,133558.6735723293,передний привод,черный
Hyundai,Tucson,12800000,2018,кроссовер,2.0,автомат,79200.0,полный привод,черный металлик
Kia,Seltos,10500000,2023,кроссовер,1.6,автомат,0.0,передний привод,белый металлик
ВАЗ (Lada),2107,1700000,2001,седан,1.6,механика,123456.0,задний привод,фиолетовый металлик
Hyundai,Avante,4000000,2008,седан,1.6,автомат,254000.0,передний привод,серебристый
Hyundai,Accent,4650000,2011,седан,1.6,автомат,163000.0,передний привод,черный
BMW,525,4000000,1993,седан,2.5,механика,133558.6735723293,задний привод,серебристый металлик
Toyota,Land Cruiser,13200000,1997,внедорожник,4.5,автомат,133558.6735723293,полный привод,белый
Geely,Emgrand,8090000,2023,седан,1.5,автомат,0.0,передний привод,белый
BMW,X4,38999999,2022,кроссовер,3.0,автомат,7900.0,полный привод,черный
ВАЗ (Lada),Priora 2170 (седан),2200000,2012,седан,1.6,механика,160000.0,передний привод,бордовый металлик
Toyota,Camry,3100000,1997,седан,2.2,механика,200000.0,передний привод,белый
Hyundai,Elantra,5650000,2013,седан,1.6,автомат,210896.0,передний привод,белый
Toyota,RAV 4,6200000,2005,кроссовер,2.4,автомат,133558.6735723293,полный привод,синий
Mercedes-Benz,E 230,1150000,1991,седан,2.3,механика,133558.6735723293,задний привод,черный металлик
Audi,100,3000000,1993,седан,2.6,механика,133558.6735723293,передний привод,серебристый
Toyota,RAV 4,6800000,2004,кроссовер,2.4,автомат,222000.0,полный привод,белый
Subaru,Legacy,2900000,1999,седан,2.0,автомат,450000.0,полный привод,фиолетовый
Hyundai,Santa Fe,16710500,2023,кроссовер,2.5,автомат,0.0,полный привод,черный
Mazda,6,3400000,2004,универсал,3.0,автомат,250000.0,передний привод,синий металлик
Daewoo,Nexia,1900000,2007,седан,1.5,механика,333333.0,передний привод,серый
Toyota,Matrix,5700000,2008,хэтчбек,2.4,автомат,78000.0,передний привод,серый металлик
Acura,MDX,3800000,2003,кроссовер,3.5,автомат,370070.0,полный привод,синий металлик
Toyota,Highlander,15200000,2011,кроссовер,3.5,автомат,142200.0,полный привод,белый металлик
Audi,80,1300000,1992,седан,2.0,автомат,133558.6735723293,передний привод,белый
Subaru,Forester,2600000,1997,кроссовер,2.0,автомат,366000.0,полный привод,серебристый
Lexus,ES 250,24000000,2019,седан,2.5,автомат,79000.0,передний привод,белый металлик
Mercedes-Benz,E 350,9500000,2007,седан,3.5,автомат,133558.6735723293,задний привод,белый
Volkswagen,Passat,1850000,1994,седан,1.8,механика,133558.6735723293,передний привод,красный металлик
Mercedes-Benz,190,950000,1991,седан,2.0,механика,133558.6735723293,задний привод,белый
Mercedes-Benz,S 320,3500000,1998,седан,3.2,автомат,133558.6735723293,задний привод,черный металлик
Hyundai,Veloster,7300000,2013,хэтчбек,1.6,автомат,97.0,передний привод,белый
Toyota,Camry Gracia,3700000,2000,универсал,2.5,автомат,133558.6735723293,передний привод,серый металлик
ВАЗ (Lada),2115 (седан),650000,2003,седан,1.5,механика,133558.6735723293,передний привод,серебристый
Mercedes-Benz,C 280,2000000,1994,седан,2.8,автомат,133558.6735723293,задний привод,черный металлик
Toyota,Land Cruiser,44500000,2020,внедорожник,4.6,автомат,73000.0,полный привод,черный металлик
Chery,Tiggo 7 Pro,11200000,2023,кроссовер,1.5,вариатор,0.0,передний привод,серый металлик
Nissan,Qashqai,12500000,2020,кроссовер,2.0,вариатор,77000.0,полный привод,белый металлик
Subaru,Outback,14500000,2021,универсал,2.5,вариатор,31100.0,полный привод,серый металлик
Mitsubishi,Outlander,4250000,2003,кроссовер,2.4,автомат,286410.0,полный привод,синий металлик
Mitsubishi,Outlander,17200000,2022,кроссовер,2.5,вариатор,10.0,передний привод,синий металлик
Toyota,RAV 4,17200000,2020,кроссовер,2.5,автомат,18377.0,полный привод,серый металлик
BMW,530,6500000,2004,седан,3.0,автомат,265000.0,задний привод,серебристый металлик
Volkswagen,ID.6,19990000,2023,кроссовер,0.0,автомат,0.0,полный привод,синий металлик
ВАЗ (Lada),Granta 2190 (седан),5950000,2023,седан,1.6,механика,0.0,передний привод,белый
Subaru,Forester,5200000,2007,кроссовер,2.0,автомат,324187.0,полный привод,белый
Kia,K5,9000000,2016,седан,2.0,автомат,172000.0,передний привод,серебристый металлик
Li,L9,26650000,2023,кроссовер,1.5,автомат,0.0,полный привод,белый
Nissan,Maxima,1700000,1995,седан,2.0,механика,133558.6735723293,передний привод,сиреневый металлик
Zeekr,X,17100000,2023,кроссовер,0.0,автомат,0.0,полный привод,зеленый
Toyota,RAV 4,5300000,2001,кроссовер,2.0,автомат,132000.0,полный привод,серебристый металлик
Mazda,6,11200000,2018,седан,2.0,автомат,149000.0,передний привод,черный металлик
Toyota,Vista,1100000,1991,седан,1.8,автомат,133558.6735723293,передний привод,синий
Hyundai,Santa Fe,14500000,2020,кроссовер,2.4,автомат,61000.0,полный привод,белый
Skoda,Rapid,5100000,2013,лифтбек,1.4,робот,185000.0,передний привод,серый
Li,L9,28800000,2023,кроссовер,1.5,автомат,0.0,полный привод,белый
Daewoo,Nexia,1800000,2010,седан,1.5,механика,175500.0,передний привод,белый
Kia,Picanto,7500000,2022,хэтчбек,1.0,автомат,19000.0,передний привод,серебристый металлик
Hyundai,Creta,10300000,2019,кроссовер,2.0,автомат,72000.0,передний привод,серебристый
Mercedes-Benz,C 280,3000000,1996,седан,2.8,автомат,133558.6735723293,задний привод,серебристый
BMW,728,3800000,1998,седан,2.8,автомат,133558.6735723293,задний привод,зеленый металлик
Toyota,Camry,9700000,2013,седан,2.5,автомат,133558.6735723293,передний привод,черный металлик
Toyota,Camry,20000000,2020,седан,2.5,автомат,17500.0,передний привод,коричневый металлик
Toyota,Land Cruiser Prado,5500000,1996,внедорожник,3.0,автомат,300080.0,полный привод,синий металлик
Volkswagen,ID.4,15000000,2022,кроссовер,0.0,автомат,2500.0,задний привод,белый
Volkswagen,ID.6,15000000,2022,кроссовер,0.0,автомат,10000.0,задний привод,фиолетовый металлик
Toyota,Camry,10000000,2012,седан,2.5,автомат,202000.0,передний привод,серебристый металлик
Kia,K7,13200000,2019,седан,2.4,автомат,86000.0,передний привод,белый
Ford,Mondeo,3700000,2007,седан,2.5,механика,256000.0,передний привод,черный
GAC,GS8,15000000,2023,кроссовер,2.0,автомат,0.0,полный привод,синий металлик
Suzuki,Grand Vitara,3100000,1998,внедорожник,2.0,автомат,247937.0,полный привод,красный
Toyota,4Runner,10500000,2003,внедорожник,4.0,автомат,297480.0,полный привод,серебристый
Mitsubishi,Pajero,8200000,2008,внедорожник,3.8,автомат,286.0,полный привод,черный металлик
Volvo,S80,4000000,2000,седан,2.8,автомат,133558.6735723293,передний привод,серый металлик
Hyundai,Accent,5100000,2013,хэтчбек,1.6,автомат,155555.0,передний привод,черный
Subaru,Legacy,2470000,2000,седан,2.0,механика,440787.0,полный привод,зеленый металлик
Lexus,RX 300,5900000,1999,кроссовер,3.0,автомат,260000.0,полный привод,розовый металлик
Toyota,Aristo,2700000,1994,седан,4.0,автомат,133558.6735723293,полный привод,белый
Lexus,GX 460,18700000,2012,внедорожник,4.6,автомат,183000.0,полный привод,белый
Mitsubishi,Chariot,2700000,1998,минивэн,2.4,автомат,133558.6735723293,полный привод,белый
Audi,A6,2280000,1997,седан,2.8,автомат,133558.6735723293,полный привод,черный металлик
Mazda,CX-5,16800000,2018,кроссовер,2.5,автомат,22000.0,полный привод,белый металлик
Kia,Sportage,8200000,2013,кроссовер,2.0,автомат,145000.0,передний привод,серебристый металлик
Toyota,Highlander,6200000,2001,кроссовер,3.0,автомат,133558.6735723293,полный привод,белый
Mercedes-Benz,E 280,3950000,1998,седан,2.8,автомат,460000.0,задний привод,серебристый металлик
BYD,Song,13000000,2022,кроссовер,0.0,автомат,133558.6735723293,передний привод,черный
Hyundai,Accent,9600000,2023,седан,1.6,автомат,0.0,передний привод,серый
Toyota,Corolla,12800000,2022,седан,1.8,механика,133558.6735723293,передний привод,белый
Toyota,Land Cruiser Prado,9700000,2003,внедорожник,2.7,автомат,230000.0,полный привод,белый металлик
Subaru,Outback,9500000,2014,универсал,2.5,вариатор,150000.0,полный привод,белый
Mercedes-Benz,ML 320,3700000,2002,внедорожник,3.2,автомат,133558.6735723293,полный привод,белый металлик
Hyundai,Accent,5150000,2012,седан,1.6,автомат,133558.6735723293,передний привод,белый металлик
Toyota,Celica,1400000,1987,купе,1.6,механика,356000.0,передний привод,белый металлик
Mercedes-Benz,E 220,2500000,1995,седан,2.2,автомат,133558.6735723293,задний привод,черный металлик
Volkswagen,Passat,1370000,1995,седан,1.8,механика,350000.0,передний привод,синий
Nissan,Altima,2300000,2002,седан,2.5,автомат,246542.0,передний привод,серебристый
Lexus,GX 460,40500000,2020,внедорожник,4.6,автомат,20000.0,полный привод,белый
Pontiac,Grand Prix,1500000,1992,седан,3.1,автомат,133558.6735723293,передний привод,бирюзовый металлик
Nissan,Pulsar,500000,1999,седан,1.5,автомат,100000.0,передний привод,белый
Lexus,RX 350,14500000,2014,кроссовер,3.5,автомат,133558.6735723293,полный привод,белый
Mercedes-Benz,E 280,3600000,1994,седан,2.8,автомат,133558.6735723293,задний привод,черный металлик
Kia,Rio,5600000,2014,седан,1.6,автомат,124500.0,передний привод,серебристый
Kia,Sorento,11450000,2015,кроссовер,3.3,автомат,113066.0,полный привод,серый
Ford,Fusion,1050000,2006,хэтчбек,1.4,механика,133558.6735723293,передний привод,зеленый металлик
Lexus,RZ 450e,26900000,2023,кроссовер,0.0,автомат,0.0,полный привод,серый металлик
Zeekr,001,29000000,2023,лифтбек,0.0,автомат,0.0,полный привод,черный
Toyota,Corolla,4800000,2008,седан,1.6,автомат,133558.6735723293,передний привод,черный металлик
Hyundai,Creta,10400000,2020,кроссовер,1.6,автомат,34000.0,передний привод,белый металлик
Mitsubishi,Lancer,1450000,1992,хэтчбек,1.5,механика,219000.0,передний привод,бордовый металлик
Hyundai,Sonata,6700000,2017,седан,2.4,автомат,87728.0,передний привод,черный металлик
Audi,80,1250000,1993,седан,2.0,механика,133558.6735723293,передний привод,серебристый металлик
Volkswagen,Polo,7500000,2021,лифтбек,1.6,механика,36000.0,передний привод,белый
Toyota,Windom,850000,1995,седан,3.0,автомат,133558.6735723293,передний привод,белый
Subaru,Tribeca,5000000,2006,кроссовер,3.0,автомат,264000.0,полный привод,белый
Toyota,Carina E,1700000,1992,лифтбек,1.6,механика,133558.6735723293,передний привод,белый
Audi,100,3000000,1992,седан,2.8,автомат,244323.0,передний привод,белый
Volkswagen,Polo,1600000,2008,хэтчбек,1.6,механика,130000.0,передний привод,белый
Toyota,Camry,6000000,2007,седан,2.4,автомат,254065.0,передний привод,белый
Hyundai,Sonata,16300000,2023,седан,2.5,автомат,0.0,передний привод,черный металлик
Lexus,GX 460,22200000,2015,внедорожник,4.6,автомат,100000.0,полный привод,черный металлик
Subaru,Forester,5000000,2004,кроссовер,2.5,автомат,133558.6735723293,полный привод,вишня металлик
Changan,Chana SC6350С,1800000,2004,минивэн,1.1,механика,60000.0,задний привод,синий металлик
Volkswagen,Passat,2100000,1996,седан,2.0,механика,133558.6735723293,передний привод,синий металлик
Opel,Omega,4300000,2000,седан,2.5,автомат,380000.0,задний привод,белый
Audi,A4,1300000,1997,седан,1.8,автомат,250.0,передний привод,синий
Lexus,IS 250,7890000,2007,седан,2.5,автомат,274000.0,полный привод,белый
ГАЗ,ГАЗель,2600000,1999,пикап,2.4,механика,133558.6735723293,задний привод,белый
Peugeot,Partner,5700000,2014,минивэн,1.6,механика,65000.0,передний привод,белый
Audi,100,1350000,1990,седан,2.3,механика,350000.0,передний привод,белый металлик
BMW,X5,9000000,2008,кроссовер,3.0,автомат,214000.0,полный привод,серебристый металлик
Mercedes-Benz,S 350,6800000,2003,седан,3.7,автомат,133558.6735723293,задний привод,черный металлик
Nissan,Murano,3500000,2007,кроссовер,3.5,вариатор,133558.6735723293,полный привод,синий металлик
Toyota,Camry,4500000,2002,седан,2.4,автомат,133558.6735723293,передний привод,зеленый металлик
Honda,Civic,1700000,1994,хэтчбек,1.5,автомат,300000.0,передний привод,зеленый
Hyundai,Tucson,15750000,2021,кроссовер,2.5,автомат,24511.0,полный привод,белый
Hyundai,Tucson,12400000,2020,кроссовер,2.0,автомат,73413.0,передний привод,черный
Land Rover,Range Rover Evoque,11490000,2012,кроссовер,2.0,автомат,131704.0,полный привод,серый
Toyota,Land Cruiser,22000000,2012,внедорожник,4.0,автомат,260000.0,полный привод,белый металлик
Subaru,Impreza,1200000,1993,универсал,1.8,механика,133558.6735723293,полный привод,вишня
Subaru,Legacy,2500000,1998,седан,2.0,механика,133558.6735723293,полный привод,белый
Mercedes-Benz,190,1200000,1990,седан,2.2,механика,155555.0,задний привод,серый
BMW,X5,43000000,2021,кроссовер,3.0,автомат,11000.0,полный привод,черный
Toyota,Nadia,3100000,1999,минивэн,2.0,автомат,276000.0,передний привод,вишня
Lexus,RX 450h,16500000,2014,кроссовер,3.5,вариатор,143000.0,полный привод,черный
Toyota,Camry,9300000,2011,седан,2.5,автомат,183000.0,передний привод,серый металлик
Chevrolet,Cobalt,6450000,2021,седан,1.5,автомат,92885.0,передний привод,коричневый
BMW,320,4150000,2002,седан,2.2,автомат,133558.6735723293,задний привод,синий металлик
Kia,Shuma,550000,1998,лифтбек,1.8,механика,290000.0,передний привод,красный
Lexus,RX 300,24000000,2020,кроссовер,2.0,автомат,65052.0,полный привод,белый металлик
Hyundai,Santa Fe,17000000,2021,кроссовер,2.5,автомат,18000.0,полный привод,белый
Kia,Optima,8100000,2014,седан,2.4,автомат,139000.0,передний привод,белый металлик
Toyota,Camry,12700000,2015,седан,2.5,автомат,127000.0,передний привод,черный металлик
Toyota,Camry,6200000,2007,седан,2.4,автомат,344326.0,передний привод,черный металлик
Mitsubishi,Galant,1250000,1995,хэтчбек,2.0,автомат,350000.0,передний привод,красный
Toyota,C-HR,17000000,2022,кроссовер,2.0,вариатор,4000.0,передний привод,серый
Mazda,323,630000,1994,седан,1.6,механика,133558.6735723293,передний привод,белый
Audi,A4,2200000,1996,седан,2.6,автомат,320718.0,передний привод,серебристый металлик
Toyota,Highlander,7200000,2002,кроссовер,3.0,автомат,133558.6735723293,полный привод,серебристый
Toyota,Camry,16500000,2021,седан,2.5,автомат,20000.0,передний привод,черный
Mercedes-Benz,C 320,3000000,2000,седан,3.2,автомат,133558.6735723293,задний привод,белый
Mercedes-Benz,E 220,2500000,1995,седан,2.2,механика,133558.6735723293,задний привод,белый
Subaru,Forester,9900000,2016,кроссовер,2.5,вариатор,133558.6735723293,полный привод,серебристый
Hyundai,Sonata,7800000,2011,седан,2.4,автомат,128380.0,передний привод,синий
BMW,X2,18500000,2018,кроссовер,2.0,автомат,16500.0,полный привод,черный металлик
Toyota,Previa,2600000,1994,минивэн,2.4,механика,435.0,задний привод,бирюзовый
Mitsubishi,Space Wagon,1600000,1993,минивэн,2.0,механика,133558.6735723293,передний привод,белый
Mitsubishi,Lancer,4500000,2010,седан,1.5,автомат,200000.0,передний привод,черный металлик
ГАЗ,ГАЗель,2500000,2000,микроавтобус,2.7,механика,133558.6735723293,задний привод,белый
Toyota,Venza,28700000,2021,кроссовер,2.5,вариатор,22000.0,полный привод,белый металлик
Toyota,Land Cruiser Prado,17700000,2012,внедорожник,4.0,автомат,205000.0,полный привод,белый
Honda,e:NS1,11400000,2023,кроссовер,0.0,автомат,0.0,передний привод,голубой металлик
Mercedes-Benz,S 350,5000000,2005,седан,3.7,автомат,264568.0,задний привод,серебристый металлик
Nissan,Qashqai,6700000,2013,кроссовер,1.6,вариатор,222.0,передний привод,белый металлик
Subaru,Legacy,5100000,2006,седан,2.0,автомат,200000.0,полный привод,белый
Subaru,Legacy,5200000,2006,седан,2.0,механика,200000.0,полный привод,белый металлик
Audi,TT,13000000,2002,купе,1.8,механика,133558.6735723293,полный привод,фиолетовый
Hyundai,Creta,8200000,2016,кроссовер,1.6,механика,135000.0,передний привод,белый
Land Rover,Range Rover Sport,8000000,2007,внедорожник,4.4,автомат,133558.6735723293,полный привод,белый
Mitsubishi,Space Wagon,2350000,1997,минивэн,2.0,механика,133558.6735723293,передний привод,белый металлик
Toyota,Camry,17700000,2022,седан,2.5,автомат,3557.0,полный привод,белый
Toyota,Camry,6700000,2007,седан,2.4,автомат,300000.0,передний привод,серебристый металлик
Toyota,Camry,18700000,2023,седан,2.5,автомат,0.0,передний привод,серебристый металлик
Toyota,Corolla,5700000,2010,седан,1.6,автомат,194.0,передний привод,белый
Toyota,Land Cruiser,7300000,1999,внедорожник,4.7,автомат,133558.6735723293,полный привод,серебристый металлик
Kia,Optima,10500000,2016,седан,2.0,автомат,110000.0,передний привод,черный
Mercedes-Benz,Viano,6400000,2005,минивэн,3.2,автомат,133558.6735723293,задний привод,белый
Suzuki,Grand Vitara,4500000,2005,внедорожник,1.6,механика,158000.0,полный привод,синий
Hyundai,Accent,7000000,2018,седан,1.6,автомат,133558.6735723293,передний привод,серебристый металлик
Mercedes-Benz,E 280,2400000,1996,седан,2.8,автомат,133558.6735723293,задний привод,белый
Toyota,Camry,11600000,2016,седан,2.0,автомат,160000.0,передний привод,белый металлик
Hyundai,Sonata,5999999,2015,седан,2.0,автомат,80000.0,передний привод,белый металлик
Volkswagen,Passat,900000,1990,универсал,1.8,механика,133558.6735723293,передний привод,серебристый металлик
Kia,Sportage,12000000,2019,кроссовер,2.4,автомат,126000.0,передний привод,белый
Hyundai,Galloper,1500000,2001,внедорожник,2.5,механика,176548.0,полный привод,серебристый металлик
Subaru,Forester,11700000,2013,кроссовер,2.5,вариатор,133558.6735723293,полный привод,белый
Hyundai,Sonata,16700000,2022,седан,2.5,автомат,21000.0,передний привод,белый
Daewoo,Nexia,2350000,2012,седан,1.5,механика,272000.0,передний привод,серебристый металлик
Toyota,Camry,19000000,2023,седан,2.5,автомат,0.0,передний привод,серебристый металлик
Hyundai,Accent,6800000,2018,седан,1.6,автомат,89000.0,передний привод,серый металлик
ГАЗ,ГАЗель,9500000,2014,фургон,4.3,автомат,133558.6735723293,задний привод,белый
Ford,Explorer,17685000,2016,внедорожник,3.5,автомат,72298.0,полный привод,белый
Audi,e-tron,30500000,2019,кроссовер,0.0,автомат,49000.0,полный привод,синий металлик
Volkswagen,Touareg,6000000,2005,кроссовер,3.2,автомат,215000.0,полный привод,черный металлик
Volkswagen,Vento,1200000,1993,седан,1.8,автомат,133558.6735723293,передний привод,белый
Mitsubishi,Pajero,3200000,1995,внедорожник,2.8,автомат,133558.6735723293,полный привод,белый
Mitsubishi,L300,1600000,1995,минивэн,2.5,механика,133558.6735723293,полный привод,серый
Land Rover,Range Rover Sport,36000000,2016,внедорожник,3.0,автомат,34000.0,полный привод,белый
Toyota,Cresta,1750000,1996,седан,2.0,автомат,133558.6735723293,задний привод,серебристый
Honda,Odyssey,5000000,2002,минивэн,3.0,автомат,133558.6735723293,передний привод,белый
Volkswagen,Multivan,6700000,2005,минивэн,2.5,автомат,290000.0,передний привод,серебристый металлик
Hyundai,Sonata,15100000,2022,седан,1.6,автомат,52000.0,передний привод,белый
Mercedes-Benz,E 200,1900000,1993,седан,2.0,автомат,133558.6735723293,задний привод,белый
Subaru,Forester,6200000,2007,кроссовер,2.0,автомат,253000.0,полный привод,серый металлик
Subaru,Legacy,1300000,1990,седан,2.2,автомат,133558.6735723293,полный привод,серебристый
BMW,X5,6500000,2003,кроссовер,3.0,автомат,133558.6735723293,полный привод,черный металлик
Mercedes-Benz,GLA 200,10589000,2014,кроссовер,1.6,автомат,104750.0,передний привод,черный
BMW,323,3000000,2000,седан,2.5,автомат,133558.6735723293,задний привод,белый
Volkswagen,Golf,3000000,1994,хэтчбек,2.0,автомат,133558.6735723293,передний привод,серебристый металлик
ЗАЗ,Chance,1100000,2011,седан,1.5,механика,250000.0,передний привод,белый
Toyota,Corolla,10500000,2019,седан,1.6,автомат,115000.0,передний привод,черный
Mercedes-Benz,Sprinter,12000000,2009,фургон,3.0,механика,133558.6735723293,задний привод,белый
Daewoo,Nexia,1100000,2010,седан,1.5,механика,133558.6735723293,передний привод,белый
Hyundai,Santa Fe,16500000,2021,кроссовер,2.5,автомат,32000.0,полный привод,серый металлик
Toyota,RAV 4,14800000,2018,кроссовер,2.5,автомат,60000.0,полный привод,серый
Honda,e:NS1,9100000,2022,кроссовер,0.0,автомат,133558.6735723293,передний привод,белый
Genesis,GV80,32500000,2020,кроссовер,3.0,автомат,42000.0,задний привод,серый металлик
Toyota,Caldina,2850000,1994,универсал,2.0,автомат,414000.0,передний привод,черный металлик
Skoda,Octavia,7300000,2014,лифтбек,1.6,автомат,133558.6735723293,передний привод,серебристый металлик
Lexus,IS 250,7889000,2012,седан,2.5,автомат,217928.0,задний привод,белый
BMW,728,3500000,2000,седан,2.8,автомат,133558.6735723293,задний привод,белый
Kia,Sorento,28000000,2021,кроссовер,2.5,автомат,31000.0,передний привод,черный металлик
Mercedes-Benz,E 300,1800000,1991,седан,3.0,механика,133558.6735723293,задний привод,серый
Hyundai,Elantra,11000000,2020,седан,2.0,автомат,36000.0,передний привод,белый
Volkswagen,Jetta,7500000,2015,седан,1.4,робот,69000.0,передний привод,серебристый
Mazda,626,2500000,1997,седан,2.0,автомат,133558.6735723293,передний привод,белый
Toyota,RAV 4,2950000,1995,кроссовер,2.0,автомат,300000.0,полный привод,зеленый
BMW,530,6700000,2003,седан,3.0,автомат,133558.6735723293,задний привод,серебристый металлик
Hyundai,Elantra,8300000,2019,седан,2.0,автомат,133558.6735723293,передний привод,серебристый металлик
Renault,Arkana,8200000,2020,кроссовер,1.6,вариатор,36000.0,передний привод,белый
ВАЗ (Lada),2109 (хэтчбек),400000,1988,хэтчбек,1.5,механика,133558.6735723293,передний привод,белый
Toyota,Camry,24000000,2023,седан,3.5,автомат,0.0,передний привод,серый металлик
Hyundai,Sonata,16000000,2022,седан,2.5,автомат,85052.0,передний привод,черный
Audi,100,1300000,1993,универсал,2.6,механика,300000.0,передний привод,черный металлик
Daewoo,Nexia,1250000,1995,седан,1.5,механика,414000.0,передний привод,зеленый
Toyota,Camry,10900000,2014,седан,2.5,автомат,225000.0,передний привод,черный металлик
Mercedes-Benz,E 230,900000,1991,седан,2.3,механика,133558.6735723293,задний привод,белый
Audi,A6,2350000,1995,седан,2.6,механика,133558.6735723293,передний привод,черный металлик
Volkswagen,Passat,6100000,2012,седан,1.8,робот,250000.0,передний привод,серый
Mitsubishi,Xpander,12200000,2023,кроссовер,1.5,автомат,0.0,передний привод,белый
Lexus,GS 300,4800000,1998,седан,3.0,автомат,133558.6735723293,задний привод,белый
Mitsubishi,Galant,1999999,1992,хэтчбек,2.0,механика,133558.6735723293,передний привод,белый металлик
Toyota,Corolla,5000000,2007,седан,1.6,механика,133558.6735723293,передний привод,серебристый
ВАЗ (Lada),2115 (седан),1350000,2009,седан,1.5,механика,218000.0,передний привод,белый
Hyundai,Avante,12500000,2022,седан,1.6,автомат,4500.0,передний привод,бордовый металлик
SsangYong,Kyron,5800000,2011,внедорожник,2.3,автомат,133558.6735723293,полный привод,серый металлик
ГАЗ,ГАЗель,3600000,2004,фургон,2.9,механика,133558.6735723293,задний привод,белый
Hyundai,Accent,7500000,2019,седан,1.6,автомат,72000.0,передний привод,белый
ВАЗ (Lada),Granta 2191 (лифтбек),2100000,2015,лифтбек,1.6,механика,133558.6735723293,передний привод,белый
Mitsubishi,Xpander,10990000,2023,кроссовер,1.5,автомат,0.0,передний привод,серый металлик
ВАЗ (Lada),2114 (хэтчбек),450000,2005,хэтчбек,1.5,механика,133558.6735723293,передний привод,серебристый
Audi,A8,2600000,1997,седан,2.8,автомат,133558.6735723293,передний привод,серебристый
Land Rover,Range Rover Sport,6200000,2006,внедорожник,2.7,автомат,133558.6735723293,полный привод,серый металлик
Toyota,Windom,1500000,1993,седан,3.0,автомат,133558.6735723293,передний привод,зеленый металлик
Hyundai,Creta,8900000,2020,кроссовер,1.6,автомат,128000.0,передний привод,синий
Toyota,Land Cruiser,17500000,2008,внедорожник,4.7,автомат,300000.0,полный привод,серебристый металлик
Toyota,Vellfire,7999999,2010,минивэн,3.5,автомат,103000.0,передний привод,черный металлик
Toyota,Scepter,2640000,1995,седан,2.2,автомат,133558.6735723293,передний привод,синий металлик
Toyota,Alphard,8700000,2005,минивэн,3.0,автомат,133558.6735723293,передний привод,черный
Kia,Morning,7900000,2021,хэтчбек,1.0,автомат,133558.6735723293,передний привод,бежевый металлик
Opel,Vectra,950000,1995,седан,1.8,механика,133558.6735723293,передний привод,белый
Lexus,RX 300,5300000,2000,кроссовер,3.0,автомат,273603.0,полный привод,бежевый металлик
Volkswagen,Passat,3000000,2001,седан,2.0,автомат,133558.6735723293,передний привод,серебристый металлик
Mitsubishi,Pajero,2900000,1998,внедорожник,2.8,механика,133558.6735723293,полный привод,белый
Toyota,Camry,5200000,2006,седан,2.4,автомат,133558.6735723293,передний привод,бордовый
Renault,9,1000000,1989,седан,1.4,механика,63000.0,передний привод,белый
Mercedes-Benz,E 320,2000000,1995,седан,3.2,автомат,450000.0,задний привод,серебристый металлик
